index,date,amount,merchant,receipt_url,verdict,confidence,receipt_total,receipt_merchant,reasoning
385,2024-12-04,46.32,CURB LV TAXI YCS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-04_46_32.jpg,MISMATCH,100,23.33,National,The amount ($23.33) and merchant (National) do not match the bank transaction. The date (2025-04-11) also does not match the bank transaction date (2024-12-04).
390,2024-12-05,34.44,DESERT CAB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_cab_2024-12-05_34_44.jpg,MISMATCH,95,46.83,Uber,"The amount ($46.83) and merchant (Uber) do not match the bank transaction (DESERT CAB, $34.44). The date (2024-12-08) is also not within 7 days of the bank transaction date (2024-12-05)."
395,2024-12-06,29.87,CURB LV TAXI YCS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-06_29_87.jpg,MISMATCH,95,18.89,844167307884,"The receipt total is $18.89, which is significantly different from the bank transaction amount of $29.87. The date on the receipt (2024-12-06) matches the bank transaction date. The merchant name on t"
404,2024-12-07,20.0,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2024-12-07_20_0.jpg,VERIFIED,95,20.00,Cursor,"The receipt shows a $20.00 payment to Cursor, which matches the bank transaction amount and merchant name. The date is not present on the receipt, but the other information matches."
420,2024-12-13,9.0,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-12-13_9_0.jpg,MISMATCH,100,9.00,"Sourcegraph, Inc.","The amount matches ($9.00), and the merchant name is a reasonable match (SOURCEGRAPH INC vs Sourcegraph, Inc.). However, the date on the receipt (2024-11-13) is not within 7 days of the bank transacti"
422,2024-12-14,5.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-12-14_5_0.jpg,MISMATCH,95,5.00,CLOUDFLARE,"The amount and merchant match, but the receipt date (2025-01-14) is not within 7 days of the bank transaction date (2024-12-14)."
426,2024-12-16,45.24,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-16_45_24.jpg,MISMATCH,100,45.24,Soho House Nashville,"The amount matches ($45.24). The merchant name is similar (SH NASHVILLE vs Soho House Nashville). However, the date on the receipt (2024-11-08) is not within 7 days of the bank transaction date (2024-"
433,2024-12-19,130.12,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-12-19_130_12_3.jpg,MISMATCH,100,130.01,Corner Pub Green Hills,"The receipt total of $130.01 matches the bank transaction amount of $130.12. The merchant name 'Corner Pub Green Hills' reasonably matches 'CORNER PUB'. However, the receipt date of 2023-04-18 does no"
439,2024-12-21,24.43,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2024-12-21_24_43.jpg,MISMATCH,100,109.84,Cursor,The amount and merchant name do not match the bank transaction. The date is also incorrect.
443,2024-12-25,44.25,SHOEBOXED.* TRIAL PROF,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxed_trial_prof_2024-12-25_44_25_3.jpg,MISMATCH,50,,shoeboxed,"The receipt is an email about a subscription expiring. There is no total amount or date on the receipt. The merchant name matches, but the amount and date are missing, so it's a mismatch."
450,2025-01-05,155.6,THE GOAT MOUNT JULIET,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_goat_mount_juliet_2025-01-05_155_6.jpg,VERIFIED,100,155.60,The Goat Mount Juliet,"The receipt total is $155.60, which matches the bank transaction amount. The receipt date is 2025-01-04, which is within 7 days of the bank transaction date of 2025-01-05. The receipt merchant is ""The"
451,2025-01-06,18.47,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_18_47.jpg,VERIFIED,100,18.47,metropolis,The receipt total ($18.47) matches the bank transaction amount ($18.47). The receipt date (2025-01-06) matches the bank transaction date (2025-01-06). The receipt merchant (metropolis) reasonably matc
453,2025-01-06,72.38,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-06_72_38.jpg,MISMATCH,95,72.26,Soho House Nashville,"The amount is within the tolerance ($72.38 vs $72.26). The merchant name is a reasonable match (SH NASHVILLE - OTHER vs Soho House Nashville). However, the date is not within 7 days (2025-01-06 vs 202"
454,2025-01-06,13.5,THE DONELSON PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_13_5.jpg,MISMATCH,95,13.50,"NASHVILLE, TN","The receipt total is $13.50, which matches the bank transaction amount. The receipt date is 2025-01-05, which is within 7 days of the bank transaction date of 2025-01-06. However, the merchant name on"
823,2024-11-18,32.93,Midjourney,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/receipt_19a2665bba37_att1.jpg,MISMATCH,100,32.93,Midjourney Inc,"The amount matches ($32.93), and the merchant name matches (Midjourney). However, the date on the receipt (2025-10-27) does not fall within 7 days of the bank transaction date (2024-11-18)."
198,2024-09-10,43.5,BINION'S BARS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/binions_bars_2024-09-10_43_5.jpg,MISMATCH,95,36.50,Binions Gambling Hall & Hotel,"The receipt total is $36.50, while the bank transaction is $43.50. The merchant name matches, and the date matches. However, the amount difference is greater than $1.00 and 20% of the receipt total."
211,2024-09-12,41.98,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_41_98.png,VERIFIED,95,39.76,Uber,"The receipt total ($39.76) plus a potential tip is within the $1.00 or 20% threshold of the bank transaction ($41.98). The merchant name matches (Uber), and the receipt date (2024-09-14) is within 7 d"
228,2024-09-18,29.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-18_29_22.png,VERIFIED,100,29.22,PMC,"The receipt total is $29.22, which matches the bank transaction amount. The merchant name on the receipt is PMC, which matches the bank transaction merchant. There is no date on the receipt, but the o"
232,2024-09-19,11.63,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_11_63.jpg,VERIFIED,100,11.63,Soho House Nashville,The receipt total ($11.63) matches the bank transaction amount ($11.63). The receipt date (2024-09-19) matches the bank transaction date (2024-09-19). The receipt merchant (Soho House Nashville) reaso
235,2024-09-21,5.6,201 BELCOURT LOT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-09-21_5_6.jpg,MISMATCH,100,6.73,Belcourt Lot 201,The amount ($6.73 vs $5.60) and date (2024-10-23 vs 2024-09-21) do not match. The merchant name does match.
245,2024-09-25,20.0,THE GATEWAY TO NASHVILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_gateway_to_nashville_2024-09-25_20_0.jpg,MISMATCH,90,20.00,Cursor,"The amount matches, but the merchant name 'Cursor' does not match 'THE GATEWAY TO NASHVILLE'. Also, the receipt does not have a date."
250,2024-09-30,50.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-30_50_0.jpg,MISMATCH,95,50.00,Ada AI,"The amount matches ($50.00), and the merchant name is a reasonable match (IM-ADA.AI vs Ada AI). However, the date on the receipt (2024-10-25) is not within 7 days of the bank transaction date (2024-09"
255,2024-10-02,10.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-02_10_0.jpg,MISMATCH,100,50.00,Ada Al,"The receipt total is $50.00, which does not match the bank transaction amount of $10.00. The receipt date is November 7, 2024, which is not within 7 days of the bank transaction date of October 2, 202"
269,2024-10-08,83.92,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-08_83_92.heic,VERIFIED,95,83.92,Corner Pub Green Hills,"The receipt shows a total of $83.92, which matches the bank transaction amount. The receipt date is 2024-10-08, matching the bank transaction date. The merchant name on the receipt, ""Corner Pub Green "
273,2024-10-09,30.05,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-09_30_05.png,VERIFIED,100,30.05,PMC,"The receipt total is $30.05, which matches the bank transaction amount. The merchant name on the receipt is PMC, which matches the bank transaction merchant name. There is no date on the receipt, but "
277,2024-10-11,23.27,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_23_27.PNG,VERIFIED,100,23.27,Soho House Nashville,The receipt total ($23.27) matches the bank transaction amount ($23.27). The receipt date (2024-10-11) matches the bank transaction date (2024-10-11). The receipt merchant (Soho House Nashville) reaso
278,2024-10-11,27.14,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_27_14.jpg,MISMATCH,95,38.78,Soho House Nashville,"The receipt total is $38.78, while the bank transaction is $27.14. The merchant name 'Soho House Nashville' reasonably matches 'SH NASHVILLE - OTHER', but the dates are different (2024-11-25 vs 2024-1"
279,2024-10-11,62.04,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_62_04.jpg,MISMATCH,95,62.93,Soho House Nashville,"The receipt total ($62.93) is within $1 of the bank transaction ($62.04). The merchant name 'Soho House Nashville' reasonably matches 'SH NASHVILLE'. However, the receipt date (2023-09-22) is not with"
289,2024-10-16,37.48,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-16_37_48.jpg,VERIFIED,100,37.48,Soho House Nashville,The receipt total ($37.48) matches the bank transaction amount ($37.48). The receipt date (2024-10-16) matches the bank transaction date (2024-10-16). The receipt merchant (Soho House Nashville) reaso
299,2024-10-25,27.0,BONHOMME PLACE GARAGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/bonhomme_place_garage_2024-10-25_27_0.png,MISMATCH,100,1.09,App Store,"The amount ($1.09 vs $27.00), date (2025-03-10 vs 2024-10-25), and merchant (App Store vs BONHOMME PLACE GARAGE) do not match the bank transaction."
305,2024-10-28,60.0,JJK FOUNDATION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/jjk_foundation_2024-10-28_60_0.jpg,MISMATCH,95,50.00,Ada Al,"The receipt total is $50.00, while the bank transaction is $60.00. The merchant name 'Ada Al' does not match 'JJK FOUNDATION'. The date is within 7 days."
803,2024-09-28,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0.jpg,MISMATCH,95,25.00,Ada Al,"The amount matches ($25.00), and the merchant name is a reasonable match (IM-ADA.AI vs Ada Al). However, the date on the receipt (2024-11-03) is not within 7 days of the bank transaction date (2024-09"
804,2024-10-16,26.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_26_22.png,VERIFIED,95,26.22,PMC,"The receipt shows a payment of $26.22 to PMC, which matches the bank transaction amount and merchant. The date is not present on the receipt, but the other information matches."
811,2024-09-28,25.0,IM-ADA.AI,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_2.jpg,MISMATCH,95,25.00,Ada Al,"The amount matches ($25.00). The merchant name 'Ada Al' reasonably matches 'IM-ADA.AI' (email address on receipt). However, the date on the receipt (2024-11-03) is not within 7 days of the bank transa"
818,2024-10-16,26.22,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_26_22_2.png,VERIFIED,95,26.22,PMC,"The receipt shows a payment of $26.22 to PMC, which matches the bank transaction amount and merchant. The date is not available on the receipt, but the other information matches."
24,2024-07-06,82.32,DISCO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.55.22 PM.png,UNCLEAR,0,,,Could not fetch image: 404
31,2024-07-14,168.87,TST* IL FORNO PIZZERIA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_il_forno_pizzeria_2024-07-14_168_87_3.jpg,MISMATCH,100,140.87,il Forno Pizzeria,"The receipt total is $140.87, while the bank transaction is $168.87. The merchant name 'il Forno Pizzeria' reasonably matches 'TST* IL FORNO PIZZERIA' and the date matches. However, the amount differe"
32,2024-07-15,12.62,CLEAR *CLEARME.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-07-15_12_62.png,VERIFIED,100,12.62,CLEAR,The receipt total matches the bank transaction amount. The merchant name matches. The receipt date (2024-07-04) is within 7 days of the bank transaction date (2024-07-15).
46,2024-07-22,8.15,PARK HAPPY LLC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.00.52 AM.png,UNCLEAR,0,,,Could not fetch image: 404
49,2024-07-25,43.6,CHAR GREEN HILLS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-07-25_43_6.jpg,VERIFIED,95,,Char-Nashville,"The receipt date matches the bank transaction date. The merchant name 'Char-Nashville' reasonably matches 'CHAR GREEN HILLS'. The receipt shows a 'CHECK' amount of $36.60, and the bank transaction is "
60,2024-07-30,24.91,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-30_24_91.jpg,VERIFIED,100,24.91,Soho House Nashville,The receipt total ($24.91) matches the bank transaction amount ($24.91). The receipt date (2024-07-30) matches the bank transaction date (2024-07-30). The receipt merchant (Soho House Nashville) reaso
71,2024-08-05,9.05,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_9_05.png,VERIFIED,100,9.05,Soho House Nashville,The receipt total ($9.05) matches the bank transaction amount ($9.05). The receipt date (2024-08-05) matches the bank transaction date (2024-08-05). The receipt merchant (Soho House Nashville) reasona
75,2024-08-06,82.32,DISCO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-20 at 10.56.42 PM.png,UNCLEAR,0,,,Could not fetch image: 404
76,2024-08-06,18.1,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-06_18_1.jpg,MISMATCH,95,84.35,Soho House Nashville,"The amount ($84.35) and date (2024-10-16) on the receipt do not match the bank transaction amount ($18.10) and date (2024-08-06). While the merchant name is similar, the amount difference is too large"
89,2024-08-13,58.21,O-KU NASHVILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/o_ku_nashville_2024-08-13_58_21.jpeg,MISMATCH,90,,O-Ku Sushi,"The receipt date and merchant name match the bank transaction. However, the receipt only shows the amount before gratuity ($48.21), and the total amount is missing. The bank transaction is $58.21, whi"
93,2024-08-14,15.38,MAFIAOZAS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mafiaozas_2024-08-14_15_38_3.jpg,MISMATCH,100,10.38,MAFIAOZA'S,"The receipt total is $10.38, the bank transaction is $15.38. The merchant name matches and the date matches. The amount is not within $1.00 or 20% of the receipt total."
97,2024-08-14,27.14,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-14_27_14.jpg,MISMATCH,95,14.22,Soho House Nashville,"The receipt total ($14.22) does not match the bank transaction amount ($27.14). The merchant name 'Soho House Nashville' is similar to 'SH NASHVILLE', but the date (September 26) is not within 7 days "
111,2024-08-19,31.02,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_31_02.PNG,VERIFIED,100,31.02,Soho House Nashville,The receipt total ($31.02) matches the bank transaction amount ($31.02). The receipt date (2024-08-19) matches the bank transaction date (2024-08-19). The receipt merchant (Soho House Nashville) reaso
129,2024-08-23,9.05,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-23_9_05.png,MISMATCH,100,9.05,Soho House Nashville,"The receipt total is $9.05, which matches the bank transaction amount. The merchant name 'Soho House Nashville' reasonably matches 'SH NASHVILLE'. However, the receipt date is 2024-08-05, which is not"
135,2024-08-24,7.63,PARK HAPPY LLC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/Screenshot 2025-11-21 at 3.02.18 AM.png,UNCLEAR,0,,,Could not fetch image: 404
165,2024-09-04,59.16,12 SOUTH TAPROOM &AMP; GRILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-09-04_59_16.jpg,MISMATCH,90,,12 South Taproom,"The receipt date and merchant name match the bank transaction. However, the receipt only shows the 'AMOUNT' of $49.16 and does not show the total amount after tip. The bank transaction is $59.16, whic"
167,2024-09-04,45.15,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_45_15.jpg,MISMATCH,100,37.15,Corner Pub Green Hills,"The receipt total is $37.15, while the bank transaction is $45.15. The merchant name matches (Corner Pub vs Corner Pub Green Hills), and the date is the same. However, the amount difference is greater"
199,2024-09-10,69.9,DEL FRISCOS GRILL NASHVL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/missing_receipt_downhome_09-10-2024_697d5c71.jpg,VERIFIED,100,69.90,DEL FRISCOS GRILL NASHVL,"The receipt total, date, and merchant name all match the bank transaction. The amount is exact, the date is the same, and the merchant name is an exact match."
