index,date,amount,merchant,description,receipt_url,has_receipt,gemini_verdict,llama_verdict,final_status,verification_sources
32,2024-07-15,$12.62,CLEAR *CLEARME.COM,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-07-15_12_62.png,Yes,VERIFIED,MISMATCH,VERIFIED,"gemini_csv,targeted_csv,resume_csv"
39,2024-07-17,$11.32,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_11_32_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,resume_csv"
40,2024-07-17,$4.49,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_4_49_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,resume_csv"
41,2024-07-17,$7.55,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-17_7_55.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,resume_csv"
48,2024-07-24,$21.95,CLAUDE.AI SUBSCRIPTION,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-07-24_21_95.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
49,2024-07-25,$43.60,CHAR GREEN HILLS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-07-25_43_6.jpg,Yes,VERIFIED,,VERIFIED,"gemini_csv,targeted_csv"
50,2024-07-25,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-25_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
51,2024-07-25,$9.29,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-07-25_9_29.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
52,2024-07-25,$50.00,ROSTR PRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-07-25_50_0.jpeg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
53,2024-07-26,$19.99,IMDBPRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-07-26_19_99.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
54,2024-07-26,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-07-26_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
55,2024-07-26,$9.05,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-26_9_05.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
57,2024-07-28,$11.00,CARTA NORTH GARAGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/carta_north_garage_2024-07-28_11_00.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
58,2024-07-29,$8.00,PARKING MANAGEMENT CO.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_management_co_2024-07-29_8_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
59,2024-07-30,$15.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-07-30_15_99_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
60,2024-07-30,$24.91,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-07-30_24_91.jpg,Yes,VERIFIED,VERIFIED,VERIFIED,"gemini_csv,targeted_csv,llama_log"
61,2024-07-31,$23.14,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-07-31_23_14_3.png,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
62,2024-08-01,$19.76,EXPENSIFY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-08-01_19_76_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
63,2024-08-01,$15.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-01_15_99_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
64,2024-08-01,$22.28,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-01_22_28.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
70,2024-08-05,$21.00,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-05_21_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
71,2024-08-05,$9.05,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_9_05.png,Yes,VERIFIED,VERIFIED,VERIFIED,"gemini_csv,targeted_csv,llama_log"
72,2024-08-05,$38.78,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_38_78.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
73,2024-08-05,$58.16,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-05_58_16.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
74,2024-08-05,$53.98,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-05_53_98.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
78,2024-08-08,$10.00,CALENDARBRIDGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-08-08_10_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
79,2024-08-08,$38.03,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-08_38_03_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
80,2024-08-08,$13.13,SPOTIFY USA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-08-08_13_13_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
81,2024-08-09,$163.77,TST*GREEN HILLS GRILLE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-08-09_163_77_3.png,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
82,2024-08-10,$17.52,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-10_17_52.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
83,2024-08-10,$119.34,DD *DOORDASH EDLEYSBAR,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_edleysbar_2024-08-10_119_34_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
85,2024-08-10,$10.98,MIDJOURNEY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-10_10_98_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
86,2024-08-11,$17.55,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-11_17_55_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
87,2024-08-11,$288.00,SUNO INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/suno_inc_2024-08-11_288_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
92,2024-08-14,$5.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-08-14_5_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
95,2024-08-14,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-14_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
98,2024-08-15,$76.81,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-15_76_81_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
99,2024-08-15,$8.85,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-15_8_85.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
100,2024-08-15,$74.97,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-15_74_97.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
104,2024-08-17,$42.00,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-17_42_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
106,2024-08-18,$31.50,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-18_31_5.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
107,2024-08-18,$78.00,TST*LOSERS - DOWNTOWN,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstlosers_downtown_2024-08-18_78_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
109,2024-08-19,$51.70,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_51_7.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
110,2024-08-19,$47.82,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_47_82.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
111,2024-08-19,$31.02,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_31_02.PNG,Yes,VERIFIED,VERIFIED,VERIFIED,"gemini_csv,targeted_csv,llama_log"
113,2024-08-20,$10.26,PARK HAPPY LLC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-20_10_26.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
114,2024-08-20,$23.21,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-20_23_21_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
115,2024-08-20,$28.39,TST*PANCHO AND LEFTYS CA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstpancho_and_leftys_ca_2024-08-20_28_39_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
117,2024-08-21,$38.03,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-21_38_03_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
120,2024-08-22,$174.56,LINKEDIN JOB 9849229796,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/linkedin_job_9849229796_2024-08-22_174_56.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
122,2024-08-22,$29.28,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_29_28_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
125,2024-08-23,$10.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-23_10_99_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
129,2024-08-23,$9.05,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-23_9_05.png,Yes,MISMATCH,VERIFIED,VERIFIED,"gemini_csv,targeted_csv,llama_log"
134,2024-08-24,$21.95,CLAUDE.AI SUBSCRIPTION,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-08-24_21_95.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
136,2024-08-25,$50.00,ROSTR PRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-08-25_50_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
138,2024-08-26,$19.99,IMDBPRO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-08-26_19_99.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
139,2024-08-26,$23.21,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-26_23_21_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
140,2024-08-26,$24.91,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-26_24_91.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
141,2024-08-27,$40.33,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-27_40_33.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
143,2024-08-27,$418.98,SOUTHWES 5262554636372,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262554636372_2024-08-27_418_98.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
152,2024-08-28,$18.10,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-28_18_1.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
156,2024-08-30,$84.47,CHUY'S 110,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chuys_110_2024-08-30_84_47.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
157,2024-08-30,$16.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-30_16_99.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
158,2024-08-30,$32.93,MIDJOURNEY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-30_32_93.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
160,2024-09-01,$19.76,EXPENSIFY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-09-01_19_76_3.jpeg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
163,2024-09-03,$17.88,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-03_17_88.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
164,2024-09-03,$24.17,SQ *HIGH POINT COFFEE TN,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_high_point_coffee_tn_2024-09-03_24_17.png,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
169,2024-09-04,$5.46,SQ *WELL COFFEEHOUSE BREN,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_well_coffeehouse_bren_2024-09-04_5_46_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
170,2024-09-05,$21.00,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_21_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
171,2024-09-05,$10.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_10_99.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
172,2024-09-05,$100.82,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-05_100_82.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
174,2024-09-06,$10.96,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-06_10_96_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
177,2024-09-06,$40.07,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_40_07.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
178,2024-09-06,$24.56,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_24_56.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
181,2024-09-07,$100.57,GOLDEN NUGGET HOTEL LV,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-07_100_57.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
186,2024-09-08,$10.00,CALENDARBRIDGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-09-08_10_0.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
191,2024-09-09,$93.26,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-09_93_26_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
192,2024-09-09,$7.55,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-09_7_55.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
199,2024-09-10,$69.90,DEL FRISCOS GRILL NASHVL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/missing_receipt_downhome_09-10-2024_697d5c71.jpg,Yes,VERIFIED,VERIFIED,VERIFIED,"gemini_csv,targeted_csv,llama_log"
201,2024-09-11,$86.62,CADILLAC BAR LAS VEGAS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cadillac_bar_las_vegas_2024-09-11_86_62_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
206,2024-09-11,$20.66,TST* PYRAMIDS CAFE - AIRP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_pyramids_cafe_airp_2024-09-11_20_66_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
207,2024-09-11,$44.78,UBER *TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-11_44_78_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
209,2024-09-12,$26.92,UBER *TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_26_92_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
211,2024-09-12,$41.98,UBER *TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_41_98.png,Yes,VERIFIED,ERROR,VERIFIED,"gemini_csv,targeted_csv,llama_log"
215,2024-09-15,$76.81,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_76_81_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
216,2024-09-15,$77.89,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_77_89_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
219,2024-09-16,$17.88,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-16_17_88.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
220,2024-09-16,$38.24,PARKINGMANAGEMENTCOMPANY,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parkingmanagementcompany_2024-09-16_38_24_3.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
223,2024-09-16,$40.07,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-16_40_07.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
228,2024-09-18,$29.22,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-18_29_22.png,Yes,VERIFIED,MISMATCH,VERIFIED,"gemini_csv,targeted_csv,llama_log"
229,2024-09-18,$71.09,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-18_71_09.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
232,2024-09-19,$11.63,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_11_63.jpg,Yes,VERIFIED,VERIFIED,VERIFIED,"gemini_csv,targeted_csv,llama_log"
233,2024-09-19,$38.78,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_38_78.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
240,2024-09-24,$689.59,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-24_689_59.jpg,Yes,RATE_LIMITED,VERIFIED,VERIFIED,"gemini_csv,llama_log"
