index,date,amount,merchant,description,receipt_url,has_receipt,gemini_verdict,llama_verdict,llava_verdict,final_status
97,2024-08-14,$27.14,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-14_27_14.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
105,2024-08-17,$623.10,TM *PBR TEAMS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tm_pbr_teams_2024-08-17_623_1.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
112,2024-08-20,$27.42,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-20_27_42_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
121,2024-08-22,$22.51,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_22_51_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
124,2024-08-23,$79.64,CORNER PUB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-08-23_79_64_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
151,2024-08-28,$26.22,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-28_26_22.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
154,2024-08-29,$67.81,CHAR GREEN HILLS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-08-29_67_81_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
159,2024-08-31,$23.14,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-31_23_14_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
165,2024-09-04,$59.16,12 SOUTH TAPROOM &AMP; GRILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-09-04_59_16.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
166,2024-09-04,$39.78,CORNER PUB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_39_78_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
168,2024-09-04,$24.59,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-04_24_59.png,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
180,2024-09-07,$10.96,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-07_10_96_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
182,2024-09-07,$26.25,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-07_26_25_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
187,2024-09-08,$318.00,CLEAR *CLEARME.COM,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-09-08_318_0.png,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
190,2024-09-08,$13.13,SPOTIFY USA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-09-08_13_13_3.jpg,Yes,RATE_LIMITED,ERROR,MISMATCH,MISMATCH
198,2024-09-10,$43.50,BINION'S BARS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/binions_bars_2024-09-10_43_5.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
208,2024-09-12,$27.22,GNLV THE GRILLE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/gnlv_the_grille_2024-09-12_27_22.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
212,2024-09-13,$313.01,GOLDEN NUGGET HOTEL LV,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-13_313_01.png,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
214,2024-09-14,$5.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-09-14_5_0.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
221,2024-09-16,$26.22,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-16_26_22.png,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
227,2024-09-18,$10.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-18_10_99_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
228,2024-09-18,$29.22,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-18_29_22.png,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
230,2024-09-19,$14.09,AMERICANO LOUNGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/americano_lounge_2024-09-19_14_09.png,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
234,2024-09-20,$26.25,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-20_26_25_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
235,2024-09-21,$5.60,201 BELCOURT LOT,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-09-21_5_6.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
239,2024-09-24,$21.95,CLAUDE.AI SUBSCRIPTION,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-09-24_21_95.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
242,2024-09-25,$5.18,LAZGO NASHVILLE M32180,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lazgo_nashville_m32180_2024-09-25_5_18.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
243,2024-09-25,$26.22,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-25_26_22.png,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
253,2024-10-01,$61.00,TST* THE GREENHOUSE BAR,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_the_greenhouse_bar_2024-10-01_61_0.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
256,2024-10-03,$20.76,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-03_20_76.png,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
259,2024-10-03,$27.40,TST*HEARTS CAFE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tsthearts_cafe_2024-10-03_27_4.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
261,2024-10-04,$23.14,APPLE.COM/BILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-10-04_23_14_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
262,2024-10-04,$25.00,IM-ADA.AI,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-04_25_0.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
264,2024-10-04,$23.27,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-04_23_27.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
270,2024-10-08,$50.00,IM-ADA.AI,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-08_50_0.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
272,2024-10-08,$13.13,SPOTIFY USA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-10-08_13_13_3.jpg,Yes,RATE_LIMITED,ERROR,MISMATCH,MISMATCH
274,2024-10-10,$123.79,12 SOUTH TAPROOM &AMP; GRILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-10-10_123_79_3.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
276,2024-10-11,$24.22,DD *DOORDASH LASPALMAS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_laspalmas_2024-10-11_24_22.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
278,2024-10-11,$27.14,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_27_14.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
279,2024-10-11,$62.04,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_62_04.jpg,Yes,RATE_LIMITED,MISMATCH,,MISMATCH
283,2024-10-15,$422.72,CHAR GREEN HILLS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-10-15_422_72_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
286,2024-10-16,$133.44,CORNER PUB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-16_133_44.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
287,2024-10-16,$19.94,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_19_94.png,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
300,2024-10-25,$50.00,IM-ADA.AI,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-25_50_0.jpg,Yes,,,MISMATCH,MISMATCH
306,2024-10-30,$159.74,12 SOUTH TAPROOM &AMP; GRILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-10-30_159_74_3.jpg,Yes,,,MISMATCH,MISMATCH
308,2024-10-30,$32.93,MIDJOURNEY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-10-30_32_93.jpg,Yes,,,MISMATCH,MISMATCH
319,2024-11-06,$102.26,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fb_2024-11-06_102_26.jpg,Yes,,,MISMATCH,MISMATCH
320,2024-11-07,$50.00,IM-ADA.AI,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imadaai_2024-11-07_50_00.jpg,Yes,,,MISMATCH,MISMATCH
324,2024-11-08,$10.00,CALENDARBRIDGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-11-08_10_0.jpg,Yes,,,MISMATCH,MISMATCH
326,2024-11-08,$10.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-11-08_10_99_3.jpg,Yes,,,MISMATCH,MISMATCH
329,2024-11-09,$50.00,IM-ADA.AI,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-09_50_0.jpg,Yes,,,MISMATCH,MISMATCH
331,2024-11-12,$361.72,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-11-12_361_72.jpg,Yes,,,MISMATCH,MISMATCH
336,2024-11-14,$279.44,12 SOUTH TAPROOM &AMP; GRILL,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-11-14_279_44.jpg,Yes,,,MISMATCH,MISMATCH
347,2024-11-17,$47.34,BROADWAY BREWHOUSE DOWNTO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/broadway_brewhouse_downto_2024-11-17_47_34_3.jpg,Yes,,,MISMATCH,MISMATCH
350,2024-11-20,$100.00,IM-ADA.AI,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-20_100_0.jpg,Yes,,,MISMATCH,MISMATCH
353,2024-11-21,$34.96,PARKING OMNI NASHVILLE PA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parking_omni_nashville_pa_2024-11-21_34_96_3.jpg,Yes,,,MISMATCH,MISMATCH
367,2024-11-27,$884.98,SOUTHWES 5262584463367,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262584463367_2024-11-27_884_98.jpg,Yes,,,MISMATCH,MISMATCH
370,2024-11-30,$100.00,IM-ADA.AI,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-30_100_0.jpg,Yes,,,MISMATCH,MISMATCH
371,2024-11-30,$32.93,MIDJOURNEY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-11-30_32_93.jpg,Yes,,,MISMATCH,MISMATCH
373,2024-12-02,$11.00,SO PT CATALINA BAR,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/so_pt_catalina_bar_2024-12-02_11_00.jpg,Yes,,,MISMATCH,MISMATCH
378,2024-12-03,$708.64,COSMOPOL-BLUE RIBBON,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cosmopol_blue_ribbon_2024-12-03_708_64.jpg,Yes,,,MISMATCH,MISMATCH
379,2024-12-03,$31.67,RWLV RW STORE HILTON,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rwlv_rw_store_hilton_2024-12-03_31_67_3.jpg,Yes,,,MISMATCH,MISMATCH
384,2024-12-04,$37.18,CURB LV TAXI NELLIS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_nellis_2024-12-04_37_18.jpg,Yes,,,MISMATCH,MISMATCH
386,2024-12-04,$75.00,PROFESSIONAL RODEO COWBO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/professional_rodeo_cowbo_2024-12-04_75_0.jpeg,Yes,,,MISMATCH,MISMATCH
388,2024-12-05,$38.82,BONANNOS NY PIZZERIA D,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/bonannos_ny_pizzeria_d_2024-12-05_38_82_3.jpg,Yes,,,MISMATCH,MISMATCH
389,2024-12-05,$24.25,CHICK-FIL-A LAS VEGAS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chick_fil_a_las_vegas_2024-12-05_24_25.jpg,Yes,,,MISMATCH,MISMATCH
391,2024-12-05,$26.50,LAS VEGAS CONVENTION CTR,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/las_vegas_convention_ctr_2024-12-05_26_5.jpg,Yes,,,MISMATCH,MISMATCH
393,2024-12-05,$21.51,UBER *TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-05_21_51_3.jpg,Yes,,,MISMATCH,MISMATCH
396,2024-12-06,$18.89,CURB LV TAXI YCS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-06_18_89_3.jpg,Yes,,,MISMATCH,MISMATCH
397,2024-12-06,$43.49,DESERT CAB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_cab_2024-12-06_43_49_3.jpg,Yes,,,MISMATCH,MISMATCH
398,2024-12-06,$17.55,PORT OF SUBS 0053,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/port_of_subs_0053_2024-12-06_17_55_3.jpg,Yes,,,MISMATCH,MISMATCH
402,2024-12-06,$35.21,UBER *TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_35_21_3.jpg,Yes,,,MISMATCH,MISMATCH
406,2024-12-07,$1142.43,GOLDEN NUGGET HOTEL LV,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-12-07_1142_43.png,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
407,2024-12-07,$355.00,HOTELTONIGHT*VIRGIN HO,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/hoteltonightvirgin_ho_2024-12-07_355_0.png,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
411,2024-12-07,$40.60,VHLV-CHOW FUN,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_chow_fun_2024-12-07_40_6.jpg,Yes,,,MISMATCH,MISMATCH
413,2024-12-08,$13.13,SPOTIFY USA,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-12-08_13_13_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
414,2024-12-08,$35.00,VHLV-KITCHEN AT COMMON,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_kitchen_at_common_2024-12-08_35_0.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
416,2024-12-09,$34.07,UBER *TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_34_07_3.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
419,2024-12-12,$15.51,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-12_15_51.png,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
422,2024-12-14,$5.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-12-14_5_0.jpg,Yes,MISMATCH,,,MISMATCH
426,2024-12-16,$45.24,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-16_45_24.jpg,Yes,MISMATCH,,,MISMATCH
433,2024-12-19,$130.12,CORNER PUB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-12-19_130_12_3.jpg,Yes,MISMATCH,,,MISMATCH
448,2025-01-04,$78.36,DEL FRISCOS GRIL BRNTWOD,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_78_36.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
449,2025-01-04,$65.88,DEL FRISCOS GRIL BRNTWOD,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_65_88.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
453,2025-01-06,$72.38,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-06_72_38.jpg,Yes,MISMATCH,,,MISMATCH
454,2025-01-06,$13.50,THE DONELSON PUB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_13_5.jpg,Yes,MISMATCH,,,MISMATCH
458,2025-01-08,$10.00,CALENDARBRIDGE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-01-08_10_0.jpg,Yes,MISMATCH,,,MISMATCH
466,2025-01-13,$9.00,SOURCEGRAPH INC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-01-13_9_0.jpg,Yes,,,MISMATCH,MISMATCH
467,2025-01-14,$5.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-01-14_5_0.jpg,Yes,,,MISMATCH,MISMATCH
469,2025-01-14,$26.22,PMC - PAID PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-01-14_26_22.jpg,Yes,,,MISMATCH,MISMATCH
471,2025-01-15,$50.28,JERSEY MIKES ONLINE UC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/jersey_mikes_online_uc_2025-01-15_50_28_3.jpg,Yes,,,MISMATCH,MISMATCH
474,2025-01-16,$78.00,TST* MELROSE BILLIARD PAR,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_melrose_billiard_par_2025-01-16_78_0.jpg,Yes,,,MISMATCH,MISMATCH
480,2025-01-21,$45.24,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_45_24.PNG,Yes,,,MISMATCH,MISMATCH
485,2025-01-22,$7.76,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-22_7_76.png,Yes,,,MISMATCH,MISMATCH
487,2025-01-24,$21.95,CLAUDE.AI SUBSCRIPTION,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-01-24_21_95.jpg,Yes,,,MISMATCH,MISMATCH
489,2025-01-25,$44.25,SHOEBOXED.COM,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxedcom_2025-01-25_44_25.jpg,Yes,,,MISMATCH,MISMATCH
499,2025-02-05,$65.86,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-05_65_86.jpg,Yes,,,MISMATCH,MISMATCH
500,2025-02-05,$105.38,TST*BROWNS DINER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstbrowns_diner_2025-02-05_105_38.jpg,Yes,,,MISMATCH,MISMATCH
502,2025-02-07,$19.37,CHAR GREEN HILLS,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2025-02-07_19_37_3.jpg,Yes,,,MISMATCH,MISMATCH
504,2025-02-07,$38.73,FIRST WATCH - 0462,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/first_watch_0462_2025-02-07_38_73.jpg,Yes,,,MISMATCH,MISMATCH
526,2025-02-14,$10.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-02-14_10_0.jpg,Yes,,,MISMATCH,MISMATCH
533,2025-02-18,$57.62,UBER *TRIP,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-02-18_57_62.jpg,Yes,,,MISMATCH,MISMATCH
536,2025-02-20,$261.61,SH NASHVILLE F&AMP;B,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-20_261_61.jpg,Yes,,,MISMATCH,MISMATCH
547,2025-02-26,$85.64,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-26_85_64.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
550,2025-02-28,$32.93,MIDJOURNEY INC.,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-02-28_32_93.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
566,2025-03-07,$4.88,LAZ PARKING M32180-FLOWB,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32180_flowb_2025-03-07_4_88.jpg,Yes,RATE_LIMITED,,MISMATCH,MISMATCH
569,2025-03-09,$112.84,SH NASHVILLE - OTHER,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-09_112_84.jpg,Yes,MISMATCH,,,MISMATCH
573,2025-03-13,$9.00,SOURCEGRAPH INC,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-03-13_9_0.jpg,Yes,MISMATCH,,,MISMATCH
575,2025-03-14,$10.00,CLOUDFLARE,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-03-14_10_0.jpg,Yes,MISMATCH,,,MISMATCH
581,2025-03-21,$15.99,METROPOLIS PARKING,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-21_15_99_3.jpg,Yes,MISMATCH,,,MISMATCH
