index,date,amount,merchant,receipt_url,verdict,confidence,receipt_total,receipt_merchant,reasoning
773,2025-08-09,40.39,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-08-09_40_39_3.jpg,MISMATCH,100,,,"The image shows a 403 error page, not a receipt. Therefore, no information can be extracted to match the bank transaction."
772,2025-08-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-08-08_13_13_3.jpg,VERIFIED,100,13.13,Spotify,The receipt total ($13.13) matches the bank transaction amount ($13.13). The receipt date (2025-08-08) matches the bank transaction date (2025-08-08). The receipt merchant (Spotify) matches the bank transaction merchant (SPOTIFY USA).
771,2025-08-08,49.25,SODEXO AT BELMONT UNIVER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sodexo_at_belmont_univer_2025-08-08_49_25.jpg,UNCLEAR,0,,,API error: 429
769,2025-08-07,21.95,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-08-07_21_95.jpg,UNCLEAR,0,,,API error: 429
766,2025-08-02,30.16,MONGODBCLOUD BRIANS...,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mongodbcloud_brians_2025-08-02_30_16_3.jpg,UNCLEAR,0,,,API error: 429
765,2025-08-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-08-01_19_76_3.jpg,UNCLEAR,0,,,API error: 429
764,2025-07-30,20.0,VZWRLSS*PREPAID PYMNT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vzwrlssprepaid_pymnt_2025-07-30_20_0.jpg,UNCLEAR,0,,,API error: 429
763,2025-07-30,5.0,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-07-30_5_0.jpg,UNCLEAR,0,,,API error: 429
762,2025-07-28,0.75,HIVE CO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/hive_co_2025-07-28_0_75_3.jpg,UNCLEAR,0,,,API error: 429
760,2025-07-25,9.0,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-07-25_9_0.jpg,UNCLEAR,0,,,API error: 429
759,2025-07-24,23.45,VZWRLSS*ETM SCT1456901,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vzwrlssetm_sct1456901_2025-07-24_23_45.jpg,UNCLEAR,0,,,API error: 429
758,2025-07-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-07-24_21_95.jpg,UNCLEAR,0,,,API error: 429
757,2025-07-21,75.56,TST*LEMONGRASS SUSHI AND,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstlemongrass_sushi_and_2025-07-21_75_56_3.jpg,UNCLEAR,0,,,API error: 429
753,2025-07-14,10.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-07-14_10_0.jpg,UNCLEAR,0,,,API error: 429
751,2025-07-11,5.0,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-07-11_5_0.jpg,UNCLEAR,0,,,API error: 429
749,2025-07-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-07-08_13_13_3.jpg,UNCLEAR,0,,,API error: 429
748,2025-07-08,37.67,MONGODBCLOUD BRIANS...,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mongodbcloud_brians_2025-07-08_37_67_3.jpg,UNCLEAR,0,,,API error: 429
747,2025-07-08,21.86,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-07-08_21_86.jpg,UNCLEAR,0,,,API error: 429
745,2025-07-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-07-01_19_76_3.jpg,UNCLEAR,0,,,API error: 429
744,2025-06-30,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-06-30_32_93.jpg,UNCLEAR,0,,,API error: 429
742,2025-06-27,32.32,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-06-27_32_32.png,UNCLEAR,0,,,API error: 429
740,2025-06-25,109.84,CURSOR USAGE MID JUN,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_jun_2025-06-25_109_84.jpg,UNCLEAR,0,,,API error: 429
739,2025-06-24,9.0,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-06-24_9_0.jpg,UNCLEAR,0,,,API error: 429
738,2025-06-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-06-24_21_95.jpg,UNCLEAR,0,,,API error: 429
731,2025-06-14,10.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-06-14_10_0.jpg,UNCLEAR,0,,,API error: 429
730,2025-06-13,5.84,TST*THE FLOWER KITCHEN,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstthe_flower_kitchen_2025-06-13_5_84.jpg,UNCLEAR,0,,,API error: 429
729,2025-06-13,9.0,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-06-13_9_0.jpg,UNCLEAR,0,,,API error: 429
726,2025-06-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-06-08_13_13_3.jpg,UNCLEAR,0,,,API error: 429
725,2025-06-08,55.84,CURSOR USAGE MAY,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_may_2025-06-08_55_84_3.jpg,UNCLEAR,0,,,API error: 429
724,2025-06-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-06-08_10_0.jpg,UNCLEAR,0,,,API error: 429
727,2025-06-08,20.0,VZWRLSS*PRPAY AUTOPAY,,NO_RECEIPT,0,,,No receipt attached
721,2025-06-07,21.95,CURSOR AI POWERED IDE,,NO_RECEIPT,0,,,No receipt attached
719,2025-06-04,79.25,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2025-06-04_79_25_3.jpg,UNCLEAR,0,,,API error: 429
716,2025-06-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-06-01_19_76_3.jpg,UNCLEAR,0,,,API error: 429
713,2025-05-31,65.84,DASHLANE U* DASHLANE P,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dashlane_u_dashlane_p_2025-05-31_65_84_3.jpg,UNCLEAR,0,,,API error: 429
711,2025-05-30,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-05-30_32_93.jpg,UNCLEAR,0,,,API error: 429
710,2025-05-30,5.0,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-05-30_5_0.jpg,UNCLEAR,0,,,API error: 429
705,2025-05-26,9.99,COWBOY CHANNEL PLUS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cowboy_channel_plus_2025-05-26_9_99_3.jpg,UNCLEAR,0,,,API error: 429
703,2025-05-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-05-24_21_95.jpg,UNCLEAR,0,,,API error: 429
702,2025-05-23,9.0,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-05-23_9_0.jpg,UNCLEAR,0,,,API error: 429
695,2025-05-15,54.86,ELEMENTOR.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementorcom_2025-05-15_54_86.jpg,UNCLEAR,0,,,API error: 429
694,2025-05-15,60.0,AI.FYXER.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/aifyxercom_2025-05-15_60_0.jpg,UNCLEAR,0,,,API error: 429
691,2025-05-14,49.0,RESPONSIVE-MENU-PRO-4,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/responsive_menu_pro_4_2025-05-14_49_0.jpg,UNCLEAR,0,,,API error: 429
690,2025-05-14,10.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-05-14_10_0.jpg,UNCLEAR,0,,,API error: 429
688,2025-05-13,120.0,TASKADE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/taskade_2025-05-13_120_0.jpg,UNCLEAR,0,,,API error: 429
687,2025-05-13,9.0,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-05-13_9_0.jpg,UNCLEAR,0,,,API error: 429
685,2025-05-10,20.0,VZWRLSS*PREPAID PYMNT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vzwrlssprepaid_pymnt_2025-05-10_20_0.jpg,UNCLEAR,0,,,API error: 429
684,2025-05-09,28.45,VIRGIN HOTEL - COMMONS,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/virgin_hotel_commons_2025-05-09_28_45.jpg,UNCLEAR,0,,,API error: 429
683,2025-05-09,7.38,LAZ PARKING M32180-FLOWB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32180_flowb_2025-05-09_7_38.jpg,UNCLEAR,0,,,API error: 429
682,2025-05-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-05-08_13_13.jpg,UNCLEAR,0,,,API error: 429
681,2025-05-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-05-08_10_0.jpg,UNCLEAR,0,,,API error: 429
679,2025-05-07,1.27,CURSOR USAGE APR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_apr_2025-05-07_1_27_3.jpg,UNCLEAR,0,,,API error: 429
678,2025-05-07,21.95,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-05-07_21_95.jpg,UNCLEAR,0,,,API error: 429
674,2025-05-02,54.9,ANTHROPIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2025-05-02_54_9.jpg,UNCLEAR,0,,,API error: 429
672,2025-05-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-05-01_19_76_3.jpg,UNCLEAR,0,,,API error: 429
671,2025-04-30,7.79,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_7_79.PNG,UNCLEAR,0,,,API error: 429
670,2025-04-30,7.67,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_7_67.PNG,UNCLEAR,0,,,API error: 429
669,2025-04-30,62.28,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-30_62_28.jpg,UNCLEAR,0,,,API error: 429
668,2025-04-30,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-04-30_32_93.jpg,UNCLEAR,0,,,API error: 429
667,2025-04-30,5.0,EVERY STUDIO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/every_studio_2025-04-30_5_0.jpg,UNCLEAR,0,,,API error: 429
666,2025-04-29,20.0,CURSOR USAGE MID APR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_apr_2025-04-29_20_00.jpg,UNCLEAR,0,,,API error: 429
654,2025-04-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-04-24_21_95.jpg,UNCLEAR,0,,,API error: 429
655,2025-04-24,20.0,CURSOR USAGE MID APR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_apr_2025-04-24_20_0.jpg,UNCLEAR,0,,,API error: 429
652,2025-04-22,9.0,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-04-22_9_0.jpg,UNCLEAR,0,,,API error: 429
647,2025-04-16,20.0,CURSOR USAGE MID APR,,NO_RECEIPT,0,,,No receipt attached
641,2025-04-14,10.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-04-14_10_0.jpg,UNCLEAR,0,,,API error: 429
639,2025-04-13,9.0,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-04-13_9_0.jpg,UNCLEAR,0,,,API error: 429
636,2025-04-13,25.05,DD *DOORDASH BROTHERSP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_brothersp_2025-04-13_25_05_3.jpg,UNCLEAR,0,,,API error: 429
635,2025-04-13,20.0,CURSOR USAGE MID APR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_apr_2025-04-13_20_0.jpg,UNCLEAR,0,,,API error: 429
631,2025-04-12,11.27,TST*WHITE RHINO COFFEE -,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstwhite_rhino_coffee_2025-04-12_11_27.jpg,UNCLEAR,0,,,API error: 429
629,2025-04-12,318.28,KIT.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/kitcom_2025-04-12_318_28.jpg,UNCLEAR,0,,,API error: 429
627,2025-04-11,21.0,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-04-11_21_0.jpg,VERIFIED,100,21.00,metropolis,"The receipt total is $21.00, matching the bank transaction. The merchant name 'metropolis' matches 'METROPOLIS PARKING'. The receipt date is April 10, 2025, which is within 7 days of the bank transaction date of April 11, 2025."
624,2025-04-10,32.44,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-10_32_44.PNG,VERIFIED,100,32.44,Soho House Nashville,The receipt total ($32.44) matches the bank transaction amount ($32.44). The receipt date (2025-04-10) matches the bank transaction date (2025-04-10). The receipt merchant (Soho House Nashville) reasonably matches the bank transaction merchant (SH NASHVILLE - OTHER).
625,2025-04-10,217.4,TST*GREEN HILLS GRILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2025-04-10_217_4.jpg,MISMATCH,100,207.40,Green Hills Grille,"The merchant name matches (TST*GREEN HILLS GRILLE vs Green Hills Grille) and the date matches (2025-04-10). However, the receipt total is $207.40, while the bank transaction is $217.40. The difference is $10.00, which is more than $1.00 and more than 20% of the receipt total."
621,2025-04-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-04-08_10_0.jpg,VERIFIED,100,10.00,CalendarBridge,"The receipt total is $10.00, the date is April 8, 2025, and the merchant is CalendarBridge. All match the bank transaction."
623,2025-04-08,92.19,TOPAZ LABS SOFTWARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/topaz_labs_software_2025-04-08_92_19.jpg,VERIFIED,100,92.19,TOPAZ LABS,"The receipt total is $92.19, the date is April 8, 2025, and the merchant is TOPAZ LABS. All match the bank transaction."
622,2025-04-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-04-08_13_13_3.jpg,VERIFIED,100,13.13,Spotify,"The receipt total is $13.13, which matches the bank transaction amount. The receipt date is May 8, 2025, which is within 7 days of the bank transaction date of April 8, 2025. The merchant name on the receipt is Spotify, which matches the bank transaction merchant name of SPOTIFY USA."
618,2025-04-07,20.0,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-04-07_20_0.jpg,VERIFIED,100,20.00,Cursor,"The receipt total is $20.00, the date is April 7, 2025, and the merchant is Cursor. All match the bank transaction details."
617,2025-04-06,20.0,CURSOR USAGE MID APR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_apr_2025-04-06_20_0.jpg,VERIFIED,95,20.00,Cursor,"The receipt shows a $20.00 payment to Cursor. The bank transaction is for $20.00 to CURSOR USAGE MID APR. The amounts match, the merchant names are similar, and the date is not present on the receipt, so it is within the acceptable range."
616,2025-04-05,3.16,CURSOR USAGE MAR,,NO_RECEIPT,0,,,No receipt attached
613,2025-04-04,11.68,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-04_11_68.jpg,MISMATCH,100,11.63,Soho House Nashville,"The amount is within the acceptable range ($11.63 vs $11.68), and the merchant name matches (SH NASHVILLE - OTHER vs Soho House Nashville). However, the dates do not match (2019-09-19 vs 2025-04-04) and are not within the 7-day window."
610,2025-04-04,26.25,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-04-04_26_25_3.jpg,MISMATCH,100,26.25,metropolis,"The amount matches ($26.25), and the merchant name reasonably matches (Metropolis Parking vs metropolis). However, the date on the receipt (February 20, 2025) is not within 7 days of the bank transaction date (April 4, 2025)."
609,2025-04-04,15.15,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-04-04_15_15.jpg,MISMATCH,100,15.99,metropolis,"The receipt total is $15.99, which is not within $1.00 or 20% of the bank transaction amount of $15.15. The merchant name matches. The receipt date is November 12, 2024, which is not within 7 days of the bank transaction date of April 4, 2025."
614,2025-04-04,37.63,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-04_37_63.jpg,MISMATCH,100,,W Nashville,"The receipt is from W Nashville on 2023-11-22, but the total is missing. The bank transaction is for $37.63 on 2025-04-04 from SH NASHVILLE - OTHER. The dates do not match, the amounts do not match, and the merchant names are different."
612,2025-04-04,33.74,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-04-04_33_74.PNG,VERIFIED,100,33.74,Soho House Nashville,The receipt total ($33.74) matches the bank transaction amount ($33.74). The receipt date (2025-04-04) matches the bank transaction date (2025-04-04). The receipt merchant (Soho House Nashville) reasonably matches the bank transaction merchant (SH NASHVILLE - OTHER).
608,2025-04-02,27.44,ANTHROPIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2025-04-02_27_44.jpg,VERIFIED,100,27.44,"Anthropic, PBC","The receipt total is $27.44, the date is April 2, 2025, and the merchant is Anthropic, PBC. All match the bank transaction details."
607,2025-04-02,109.75,ANTHROPIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2025-04-02_109_75.jpg,VERIFIED,100,109.75,"Anthropic, PBC","The receipt total, date, and merchant name all match the bank transaction. The date is exactly the same, the amount is identical, and the merchant name is a close match."
605,2025-04-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-04-01_19_76_3.jpg,UNCLEAR,0,,,API error: 429
604,2025-04-01,27.44,ANTHROPIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/anthropic_2025-04-01_27_44.jpg,UNCLEAR,0,,,API error: 429
603,2025-03-31,36.88,SH NASHVILLE F&AMP;B,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-03-31_36_88.jpg,UNCLEAR,0,,,API error: 429
602,2025-03-31,21.0,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-31_21_0.jpg,UNCLEAR,0,,,API error: 429
601,2025-03-31,20.0,CURSOR USAGE MID MAR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_mar_2025-03-31_20_0.jpg,UNCLEAR,0,,,API error: 429
600,2025-03-30,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-03-30_32_93.jpg,UNCLEAR,0,,,API error: 429
598,2025-03-29,47.88,ELEMENTOR.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementor-invoice-ZINV00318467.jpg,UNCLEAR,0,,,API error: 429
596,2025-03-28,15.0,ENVATO *70322639,,NO_RECEIPT,0,,,No receipt attached
594,2025-03-28,20.0,CURSOR USAGE MID MAR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_mar_2025-03-28_20_0.jpg,UNCLEAR,0,,,API error: 429
595,2025-03-28,299.88,ELEMENTOR.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/elementorcom_2025-03-28_299_88.jpg,MISMATCH,100,47.88,Elementor Ltd.,"The receipt total ($47.88) does not match the bank transaction amount ($299.88). The merchant name 'Elementor Ltd.' reasonably matches 'ELEMENTOR.COM', and the invoice date (03/29/2025) is within 7 days of the bank transaction date (2025-03-28), but the amount is too far off."
592,2025-03-25,48.0,OBSIDIAN.MD,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/obsidianmd_2025-03-25_48_0.jpg,VERIFIED,100,48.00,Obsidian,"The receipt total is $48.00, the date is 2025-03-25, and the merchant is Obsidian. All match the bank transaction."
